postal_code,FIPS,dem,gop,total
NC,37075,902,3673,4619
NC,37077,14568,16651,31605
NC,37079,3820,4858,8715
NC,37081,171538,106384,281201
NC,37083,15382,9973,25485
NC,37085,21839,34905,57733
NC,37087,13095,22698,36265
NC,37089,27014,39810,67773
NC,37091,7077,3470,10590
NC,37093,12036,9682,22078
NC,37095,1035,1408,2470
NC,37097,33426,66439,101276
NC,37099,9522,11263,21191
NC,37101,40861,67901,110246
NC,37103,2175,3267,5484
NC,37105,12076,16388,28851
NC,37107,13494,14500,28177
NC,37109,13178,36167,49850
NC,37111,5813,16852,22910
NC,37113,6213,14152,20589
NC,37115,4878,7928,13000
NC,37117,5910,6529,12536
NC,37119,377501,178921,566192
NC,37121,1852,7041,8960
NC,37123,4305,8363,12779
NC,37125,20547,36459,57771
NC,37127,25831,25794,52111
NC,37129,64876,62420,129254
NC,37131,6048,3977,10075
NC,37133,23474,45016,70117
NC,37135,63097,19993,84010
NC,37137,2699,4815,7572
NC,37139,9653,9626,19512
NC,37141,11655,21833,33971
NC,37143,2485,4894,7457
NC,37145,8451,13154,21827
NC,37147,46607,38515,86217
NC,37149,4485,7643,12253
NC,37151,15506,56589,72788
NC,37153,8718,11808,20683
NC,37155,18094,26012,44384
NC,37157,15811,30997,47241
NC,37159,22889,49053,72756
NC,37161,9049,24631,34076
NC,37163,10832,17330,28350
NC,37165,7137,7399,14632
NC,37167,8037,25297,33624
NC,37169,5258,19997,25525
NC,37171,8635,27344,36290
NC,37173,2765,4152,7026
NC,37175,8413,11578,20253
NC,37177,757,1043,1812
NC,37179,48199,79778,129475
NC,37181,12412,8385,20948
NC,37183,392146,225398,629804
NC,37185,6344,3739,10207
NC,37187,3387,2778,6191
NC,37189,17068,14395,31988
NC,37191,23986,30505,55091
NC,37193,7445,27397,35197
NC,37195,20579,19473,40446
NC,37197,3744,15861,19794
NC,37199,3678,7481,11282
ND,38001,258,981,1269
ND,38003,1800,3532,5507
ND,38005,822,1094,1961
ND,38007,72,541,635
ND,38009,821,2575,3471
ND,38011,228,1395,1657
ND,38013,136,984,1144
ND,38015,14348,34744,50753
ND,38017,40311,42619,86053
ND,38019,474,1499,2020
ND,38021,608,1742,2424
ND,38023,265,904,1202
ND,38025,342,1951,2338
ND,38027,383,854,1261
ND,38029,237,1738,2009
ND,38031,373,1362,1778
ND,38033,137,871,1026
ND,38035,12880,16987,30970
ND,38037,207,1132,1367
ND,38039,308,907,1250
ND,38041,195,1086,1306
ND,38043,221,1215,1460
ND,38045,527,1645,2219
ND,38047,128,930,1076
ND,38049,564,2364,3003
ND,38051,261,1153,1455
ND,38053,814,4482,5419
ND,38055,1230,4198,5536
ND,38057,704,3856,4675
ND,38059,3872,12243,16619
ND,38061,1251,2806,4142
ND,38063,586,1141,1777
ND,38065,129,918,1066
ND,38067,786,2460,3331
ND,38069,497,1585,2128
ND,38071,1639,3577,5372
ND,38073,945,1418,2454
ND,38075,220,1065,1319
ND,38077,2510,5072,7812
ND,38079,2482,1257,3804
ND,38081,738,1266,2070
ND,38083,104,688,812
ND,38085,804,258,1186
ND,38087,44,380,427
ND,38089,2499,12110,15050
ND,38091,392,652,1088
ND,38093,2676,6994,9959
ND,38095,317,828,1172
ND,38097,1493,2522,4136
ND,38099,1333,3324,4783
ND,38101,7293,19974,28246
ND,38103,442,1893,2374
ND,38105,2157,11707,14285
OH,39001,2130,9660,11905
OH,39003,13611,32052,46362
OH,39005,6448,19002,25883
OH,39007,16207,26225,43253
OH,39009,14047,10386,24876
OH,39011,4583,20451,25396
OH,39013,9007,23092,32534
OH,39015,4326,16032,20586
OH,39017,67729,111722,182034
OH,39019,3206,10525,13957
OH,39021,4946,14086,19369
OH,39023,23625,38217,62870
OH,39025,33505,73077,108315
OH,39027,4556,15061,19940
OH,39029,13183,35124,49169
OH,39031,4057,11982,16348
OH,39033,4831,15043,20222
OH,39035,402315,195089,603721
OH,39037,4668,21569,26621
OH,39039,5870,12778,19032
OH,39041,56961,65163,124004
OH,39043,17142,21724,39523
OH,39045,30634,49714,81564
OH,39047,2911,9220,12305
OH,39049,391584,203154,604058
OH,39051,6545,15396,22299
OH,39053,2911,10289,13358
OH,39055,20980,33581,55381
OH,39057,34023,50937,86616
OH,39059,4498,13077,17806
OH,39061,238101,173015,417408
OH,39063,11535,25796,37999
OH,39065,3025,9698,12954
OH,39067,1742,5668,7500
OH,39069,3995,10273,14482
OH,39071,3741,15369,19303
OH,39073,3836,9554,13786
OH,39075,1981,10645,12809
OH,39077,7643,18537,26628
OH,39079,3193,10804,14160
OH,39081,9823,22309,32572
OH,39083,8433,21825,30703
OH,39085,54337,71615,127867
OH,39087,7353,19759,27427
OH,39089,32324,57965,91830
OH,39091,4990,17625,22985
OH,39093,72792,76719,151988
OH,39095,111989,79628,194882
OH,39097,5558,13445,19309
OH,39099,56346,58601,116565
OH,39101,8089,18526,27126
OH,39103,39326,63451,104378
OH,39105,2452,8163,10764
OH,39107,3981,19145,23426
OH,39109,15420,40531,56968
OH,39111,1597,5392,7066
OH,39113,131592,126085,261849
OH,39115,1703,4932,6721
OH,39117,3988,13784,18088
OH,39119,11755,27334,39693
OH,39121,1156,5024,6221
OH,39123,8847,14285,23525
OH,39125,2172,6927,9280
OH,39127,4006,11959,16179
OH,39129,7167,20059,27630
OH,39131,3051,8872,12063
OH,39133,34935,45034,81280
OH,39135,4435,16697,21437
OH,39137,3152,16218,19671
OH,39139,17231,40534,58601
OH,39141,10345,21687,32531
OH,39143,10391,18487,29490
OH,39145,8876,21926,31146
OH,39147,8147,16739,25322
OH,39149,4399,19988,24785
OH,39151,74336,108610,185714
OH,39153,148151,122023,273915
OH,39155,43534,53756,98677
OH,39157,12643,29519,42785
OH,39159,10985,21233,32838
OH,39161,3026,11470,14767
OH,39163,1306,4525,5902
OH,39165,45040,85069,132391
OH,39167,9114,21798,31382
OH,39169,16340,36059,53240
OH,39171,4726,13218,18290
OH,39173,29797,34815,65860
OH,39175,2690,8248,11122
OK,40001,1387,5585,7108
OK,40003,232,1978,2262
OK,40005,765,4557,5389
OK,40007,190,1968,2178
OK,40009,1048,6767,7948
OK,40011,688,3136,3901
OK,40013,3323,12344,15976
OK,40015,2670,7013,9859
OK,40017,16742,43550,61940
OK,40019,4470,14699,19479
OK,40021,6027,11223,17714
OK,40023,1082,4698,5832
OK,40025,70,970,1054
OK,40027,49827,66677,119778
OK,40029,374,2091,2524
OK,40031,13747,20905,35631
OK,40033,393,2117,2572
OK,40035,1217,4686,6032
OK,40037,6577,23294,30505
OK,40039,2369,8060,10691
OK,40041,3472,13557,17245
OK,40043,214,2124,2359
OK,40045,162,1688,1873
OK,40047,4919,16970,22430
OK,40049,1865,8878,10922
OK,40051,4144,18538,23101
OK,40053,280,1916,2226
OK,40055,328,1605,1973
OK,40057,177,747,933
OK,40059,136,1327,1487
OK,40061,783,4165,5014
OK,40063,919,3875,4857
OK,40065,1646,6392,8221
OK,40067,319,2026,2385
OK,40069,738,3441,4251
OK,40071,4040,12834,17249
OK,40073,854,5521,6465
OK,40075,699,2673,3427
OK,40077,762,3437,4249
OK,40079,3299,15213,18805
OK,40081,2609,12013,14888
OK,40083,5455,15608,21574
OK,40085,711,3305,4076
OK,40087,3582,15295,19236
OK,40089,1858,9485,11467
OK,40091,2031,6172,8335
OK,40093,320,3084,3467
OK,40095,1100,4891,6064
OK,40097,3581,12749,16626
OK,40099,1156,4612,5894
OK,40101,8027,16526,25081
OK,40103,1003,3821,4938
OK,40105,712,3610,4391
OK,40107,896,3058,4038
OK,40109,141724,145050,294740
OK,40111,4357,9668,14313
OK,40113,6002,14121,20538
OK,40115,2686,8545,11438
OK,40117,1363,5267,6786
OK,40119,10904,17813,29643
OK,40121,3768,13851,17924
OK,40123,4117,10805,15320
OK,40125,7275,20240,28185
OK,40127,668,4016,4739
OK,40129,168,1629,1834
OK,40131,9589,34031,44553
OK,40133,2150,6011,8337
OK,40135,3035,12113,15386
OK,40137,3154,15560,19057
OK,40139,894,4505,5521
OK,40141,597,2076,2708
OK,40143,108996,150574,266678
OK,40145,8464,26165,35338
OK,40147,5790,17076,23501
OK,40149,598,4086,4777
OK,40151,591,2993,3678
OK,40153,1005,6611,7785
OR,41001,2332,7316,9878
OR,41003,35780,14853,52719
OR,41005,136782,108407,253206
OR,41007,12740,10001,23519
OR,41009,13535,16779,31518
OR,41011,14024,21488,36484
OR,41013,3715,11103,15165
OR,41015,6023,8441,14843
OR,41017,64102,54183,121732
OR,41019,18780,42513,63107
OR,41021,324,834,1178
OR,41023,928,3544,4593
OR,41025,894,3475,4481
OR,41027,8671,3911,12947
OR,41029,58386,63012,125184
OR,41031,4306,7044,11666
OR,41033,18311,31640,51358
OR,41035,10260,25048,36331
OR,41037,788,3449,4336
OR,41039,133924,80144,221585
OR,41041,17248,12336,30441
OR,41043,25893,42708,71148
OR,41045,3202,8101,11653
OR,41047,80138,78424,164156
OR,41049,1345,3557,5060
OR,41051,365787,82410,461453
OR,41053,22842,23670,48148
OR,41055,257,914,1197
OR,41057,7956,8306,16725
OR,41059,10499,21002,32539
OR,41061,4227,10247,14862
OR,41063,1619,3390,5128
OR,41065,6467,6965,13904
OR,41067,208447,98661,318353
OR,41069,216,710,963
OR,41071,26668,28933,57723
PA,42001,18250,37563,56627
PA,42003,417632,274926,703364
PA,42005,8406,27284,36111
PA,42007,37747,54108,93083
PA,42009,4367,23025,27574
PA,42011,89530,105941,198260
PA,42013,17425,44714,62784
PA,42015,8044,21586,30143
PA,42017,200006,183611,387700
PA,42019,36534,73023,110960
PA,42021,21749,48092,70600
PA,42023,634,1771,2434
PA,42025,10990,21607,33018
PA,42027,40054,36371,77490
PA,42029,179065,126844,310650
PA,42031,4615,14363,19213
PA,42033,9598,28984,39124
PA,42035,5498,11889,17608
PA,42037,10289,19752,30569
PA,42039,12610,28002,41125
PA,42041,61168,76149,139399
PA,42043,77397,65154,144482
PA,42045,200911,116216,321088
PA,42047,4478,11993,16713
PA,42049,68336,66912,137184
PA,42051,19518,39978,59941
PA,42053,715,1864,2621
PA,42055,22468,57308,80896
PA,42057,1085,6824,7978
PA,42059,4900,12556,17635
PA,42061,5448,17059,22793
PA,42063,12634,28087,41196
PA,42065,4498,17928,22761
PA,42067,2253,9648,12042
PA,42069,61124,51501,113975
PA,42071,114978,159783,278906
PA,42073,15772,29290,45558
PA,42075,23646,46267,70890
PA,42077,95889,82287,180284
PA,42079,64100,86127,151727
PA,42081,16958,41434,59213
PA,42083,5076,14067,19427
PA,42085,20426,35282,56420
PA,42087,4599,16663,21491
PA,42089,42865,37914,81794
PA,42091,313543,182907,501561
PA,42093,3768,5842,9812
PA,42095,84145,82830,169403
PA,42097,12703,28975,42335
PA,42099,5950,18293,24652
PA,42101,575974,128308,708953
PA,42103,13052,19241,32616
PA,42105,1686,7117,8901
PA,42107,20425,48100,69522
PA,42109,4848,13816,18945
PA,42111,8543,31105,40062
PA,42113,921,2622,3599
PA,42115,6084,14879,21325
PA,42117,4958,15750,21087
PA,42119,7377,12342,20078
PA,42121,7475,18286,26198
PA,42123,5987,14020,20401
PA,42125,44746,71397,117443
PA,42127,9186,18630,28077
PA,42129,71099,128596,202492
PA,42131,4704,9936,14858
PA,42133,85491,143415,233060
SC,45001,4101,8215,12433
SC,45003,32275,51589,85185
SC,45005,2718,835,3593
SC,45007,27169,67565,96093
SC,45009,4010,2417,6482
SC,45011,4720,5492,10321
SC,45013,43419,53194,97835
SC,45015,45223,57397,104458
SC,45017,3905,4305,8291
SC,45019,121485,93297,218857
SC,45021,6983,18043,25270
SC,45023,6941,8660,15757
SC,45025,7431,11297,18876
SC,45027,8250,8361,16733
SC,45029,8602,10440,19283
SC,45031,15220,16832,32417
SC,45033,6436,6582,13101
SC,45035,33824,41913,77278
SC,45037,4953,8184,13304
SC,45039,7382,4625,12136
SC,45041,31153,32615,64510
SC,45043,15822,20487,36668
SC,45045,103030,150021,258155
SC,45047,12145,19431,32006
SC,45049,5323,3906,9305
SC,45051,59180,118821,179744
SC,45053,7185,7078,14394
SC,45055,12699,20471,33629
SC,45057,18937,30312,49868
SC,45059,10159,20004,30488
SC,45061,5329,3008,8431
SC,45063,49301,92817,144568
SC,45065,2687,2958,5697
SC,45067,8872,5711,14704
SC,45069,6290,5044,11446
SC,45071,6958,11443,18631
SC,45073,10414,29698,40668
SC,45075,27295,13603,41205
SC,45077,13645,42907,57546
SC,45079,132570,58313,193822
SC,45081,2963,6210,9274
SC,45083,52926,93560,148655
SC,45085,27379,21000,48920
SC,45087,4935,8183,13257
SC,45089,10289,5532,15985
SC,45091,59008,82727,144050
SD,46003,317,1052,1405
SD,46005,2107,4808,7081
SD,46007,466,694,1183
SD,46009,721,2235,3001
SD,46011,6110,8000,14567
SD,46013,6538,10580,17547
SD,46015,673,1750,2490
SD,46017,352,183,549
SD,46019,939,3731,4802
SD,46021,117,747,873
SD,46023,1177,2552,3783
SD,46025,437,1373,1850
SD,46027,3083,2456,5698
SD,46029,3837,8958,13161
SD,46031,622,647,1283
SD,46033,1522,3852,5494
SD,46035,2648,5613,8454
SD,46037,1052,1869,2964
SD,46039,609,1699,2350
SD,46041,1131,790,1966
SD,46043,216,1468,1707
SD,46045,417,1538,1985
SD,46047,1053,2878,4042
SD,46049,198,964,1182
SD,46051,1056,2618,3745
SD,46053,455,1771,2258
SD,46055,105,1026,1137
SD,46057,647,2372,3083
SD,46059,373,1433,1836
SD,46061,557,1793,2388
SD,46063,49,748,813
SD,46065,2953,5522,8723
SD,46067,762,2944,3767
SD,46069,136,564,710
SD,46071,359,738,1115
SD,46073,270,721,1006
SD,46075,90,498,599
SD,46077,819,1904,2779
SD,46079,2068,3681,5873
SD,46081,4537,8753,13828
SD,46083,11981,19676,32455
SD,46085,525,1042,1597
SD,46087,769,2068,2900
SD,46089,222,1075,1324
SD,46091,858,1287,2178
SD,46093,3285,9875,13670
SD,46095,298,449,769
SD,46097,320,787,1138
SD,46099,40482,49249,92326
SD,46101,1179,1951,3206
SD,46103,20606,35063,57518
SD,46105,239,1401,1669
SD,46107,227,1139,1380
SD,46109,1828,2404,4307
SD,46111,257,905,1185
SD,46113,2829,297,3200
SD,46115,998,2104,3163
SD,46117,421,1203,1652
SD,46119,185,726,930
SD,46121,1963,532,2539
SD,46123,495,2161,2696
SD,46125,1139,3290,4548
SD,46127,2729,5949,8864
SD,46129,565,1966,2580
SD,46135,4016,6581,10900
SD,46137,481,404,906
TN,47001,11733,23163,35527
TN,47003,4443,14317,19039
TN,47005,1526,5661,7250
TN,47007,971,4725,5758
TN,47009,17834,47195,66306
TN,47011,9849,35194,45968
TN,47013,2438,12330,14929
TN,47015,1261,5190,6562
TN,47017,2558,9194,11893
TN,47019,4613,19873,24868
TN,47021,5457,14328,20091
TN,47023,1411,5951,7578
TN,47025,2201,10598,12935
TN,47027,735,2733,3506
TN,47029,2524,12182,14870
TN,47031,5704,17863,24313
TN,47033,1382,4673,6114
TN,47035,6728,25167,32307
TN,47037,197846,99415,308325
TN,47039,904,4229,5250
TN,47041,1747,6663,8501
TN,47043,6098,17619,24342
TN,47045,3157,11766,15074
TN,47047,7000,15661,22928
TN,47049,1210,7403,8687
TN,47051,4863,13977,19146
TN,47053,5764,16245,22336
TN,47055,3298,9783,13202
TN,47057,1463,8559,10123
TN,47059,5183,22185,28057
TN,47061,985,4795,5844
TN,47063,5497,18789,24606
TN,47065,75360,91991,170735
TN,47067,362,2372,2744
TN,47069,4180,5760,10058
TN,47071,1774,9556,11534
TN,47073,4069,20372,24776
TN,47075,4000,3338,7420
TN,47077,2092,9797,12020
TN,47079,3547,11230,15034
TN,47081,2130,7577,9832
TN,47083,869,2715,3681
TN,47085,2017,6116,8232
TN,47087,1133,4106,5308
TN,47089,4645,18609,23562
TN,47091,1242,6466,7793
TN,47093,91097,124339,219869
TN,47095,526,1492,2034
TN,47097,3193,5672,8963
TN,47099,3195,15334,18718
TN,47101,1068,4473,5604
TN,47103,2909,12258,15575
TN,47105,6933,21684,29375
TN,47107,4357,18175,22815
TN,47109,1943,9085,11267
TN,47111,1307,8095,9486
TN,47113,18309,23922,42847
TN,47115,3165,9873,13204
TN,47117,3603,11029,14862
TN,47119,14386,31408,46561
TN,47121,1008,4464,5529
TN,47123,3760,16742,20749
TN,47125,32426,42156,76678
TN,47127,573,2888,3539
TN,47129,1161,6926,8218
TN,47131,2589,10790,13521
TN,47133,2028,7911,10025
TN,47135,615,2775,3428
TN,47137,524,2373,2922
TN,47139,1492,6792,8360
TN,47141,9154,23694,33481
TN,47143,2363,11031,13608
TN,47145,6034,19195,25914
TN,47147,8690,24535,33712
TN,47149,59189,81373,143931
TN,47151,986,8004,9052
TN,47153,1295,5846,7239
TN,47155,8695,33742,43574
TN,47157,245208,129543,381858
TN,47159,1798,7124,9035
TN,47161,1230,4942,6283
TN,47163,17226,55774,74206
TN,47165,27630,63404,92529
TN,47167,6832,20063,27291
TN,47169,1011,2930,3991
TN,47171,1610,6593,8294
TN,47173,1248,6777,8096
TN,47175,544,2338,2917
TN,47177,4126,12323,16692
TN,47179,18214,40120,59430
TN,47181,820,5795,6667
TN,47183,3011,10382,13710
TN,47185,2134,9587,11867
TN,47187,50161,86469,138932
TN,47189,22197,50149,74092
TX,48001,3934,15062,19155
TX,48003,849,4937,5856
TX,48005,9136,25070,34628
TX,48007,2896,9210,12241
TX,48009,446,4300,4796
TX,48011,75,1035,1112
TX,48013,5865,12020,18085
TX,48015,2931,11282,14368
TX,48017,407,1430,1854
TX,48019,2503,10050,12703
TX,48021,15452,20486,36709
TX,48023,179,1478,1680
TX,48025,3280,5999,9405
TX,48027,56032,67113,125867
TX,48029,440823,303871,756021
TX,48031,1905,5429,7419
TX,48033,16,395,412
TX,48035,1552,7446,9094
TX,48037,10692,27053,38194
TX,48039,61780,89939,154037
TX,48041,35242,47456,84753
TX,48043,2251,2451,4805
TX,48045,77,639,724
TX,48047,1470,998,2484
TX,48049,2103,13681,15940
TX,48051,1786,6740,8604
TX,48053,5615,18721,24646
TX,48055,6536,7975,14775
TX,48057,2146,5640,7853
TX,48059,734,6006,6826
TX,48061,63732,48834,113789
TX,48063,1392,3626,5057
TX,48065,289,2747,3081
TX,48067,2777,10979,13856
TX,48069,466,1601,2082
TX,48071,3997,17343,21641
TX,48073,4196,15065,19457
TX,48075,305,1928,2259
TX,48077,614,5064,5736
TX,48079,176,806,996
TX,48081,215,1565,1794
TX,48083,451,3640,4128
TX,48085,227868,250194,486917
TX,48087,155,1048,1218
TX,48089,2403,7440,9912
TX,48091,24369,62260,87942
TX,48093,852,5177,6084
TX,48095,197,1058,1268
TX,48097,3205,15579,18966
TX,48099,7542,15397,23425
TX,48101,113,543,665
TX,48103,241,1247,1503
TX,48105,344,1219,1573
TX,48107,527,1396,1953
TX,48109,438,415,864
TX,48111,196,1386,1605
TX,48113,598576,307076,921638
TX,48115,808,2951,3789
TX,48117,1263,3293,4608
TX,48119,403,2157,2587
TX,48121,188023,221829,416610
TX,48123,1494,6567,8118
TX,48125,130,850,985
TX,48127,2264,1384,3666
TX,48129,198,1438,1648
TX,48131,2573,2442,5050
TX,48133,982,7216,8271
TX,48135,11310,32586,44417
TX,48137,166,893,1064
TX,48139,27513,56651,85566
TX,48141,168801,81235,254576
TX,48143,2914,13669,16837
TX,48145,1899,4177,6133
TX,48147,2638,12150,14969
TX,48149,2650,10163,12924
TX,48151,352,1448,1826
TX,48153,437,1581,2035
TX,48155,99,445,551
TX,48157,195191,157595,357833
TX,48159,803,4153,5000
TX,48161,1629,6966,8678
TX,48163,2421,2812,5264
TX,48165,572,5323,5960
TX,48167,58247,93306,153843
TX,48169,231,1411,1651
TX,48171,3163,12495,15817
TX,48173,39,611,653
TX,48175,872,3081,3978
TX,48177,1894,5568,7534
TX,48179,820,6812,7745
TX,48181,14223,43776,58760
TX,48183,14657,32352,47700
TX,48185,2831,9419,12398
TX,48187,28706,47423,77382
TX,48189,2271,7162,9560
TX,48191,167,992,1165
TX,48193,641,3613,4347
TX,48195,166,1848,2046
TX,48197,241,1330,1580
TX,48199,3449,23806,27555
TX,48201,911974,699822,1633671
TX,48203,7812,21318,29462
TX,48205,195,1866,2076
TX,48207,353,1837,2211
TX,48209,59213,47427,108822
TX,48211,206,1486,1720
TX,48213,7048,28816,36197
TX,48215,127507,89991,219939
TX,48217,2829,11869,14843
TX,48219,1481,6534,8091
TX,48221,5641,26487,32580
TX,48223,3043,12713,15932
TX,48225,2312,7050,9425
TX,48227,2017,7899,10043
TX,48229,371,771,1157
TX,48231,8879,29135,38517
TX,48233,957,7659,8741
TX,48235,120,759,889
TX,48237,331,3415,3779
TX,48239,1018,5116,6210
TX,48241,2906,12453,15469
TX,48243,501,783,1304
TX,48245,46022,47535,94665
TX,48247,1197,831,2034
TX,48249,6025,7389,13507
TX,48251,16418,54523,71928
TX,48253,989,5621,6691
TX,48255,1220,3959,5229
TX,48257,18290,37474,56435
TX,48259,6008,20064,26419
TX,48261,65,127,194
TX,48263,47,411,462
TX,48265,6510,20858,27738
TX,48267,284,1987,2292
TX,48269,8,151,159
TX,48271,446,1144,1603
TX,48273,5359,5557,11041
TX,48275,265,1180,1456
TX,48277,4420,16698,21338
TX,48279,835,3513,4394
TX,48281,2134,8070,10373
TX,48283,1052,1335,2406
TX,48285,1333,8802,10195
TX,48287,1745,6248,8075
TX,48289,1072,7522,8672
TX,48291,5779,23288,29314
TX,48293,2213,6786,9092
TX,48295,131,1203,1351
TX,48297,819,4198,5053
TX,48299,3167,9996,13278
TX,48301,4,60,66
TX,48303,39757,78560,120204
TX,48305,428,1853,2293
TX,48307,490,2898,3430
TX,48309,36550,59432,97617
TX,48311,53,460,516
TX,48313,1084,4165,5289
TX,48315,1331,3459,4844
TX,48317,288,1857,2160
TX,48319,566,2108,2700
TX,48321,3726,9836,13710
TX,48323,8324,6881,15338
TX,48325,6731,15599,22568
TX,48327,196,819,1023
TX,48329,12258,45463,58752
TX,48331,2475,7950,10523
TX,48333,271,2214,2502
TX,48335,397,2169,2578
TX,48337,1097,8613,9812
TX,48339,74255,193224,271175
TX,48341,1059,4356,5502
TX,48343,1664,3841,5548
TX,48345,46,604,652
TX,48347,8989,17359,26755
TX,48349,5097,13787,19105
TX,48351,1175,4882,6096
TX,48353,1161,4127,5352
TX,48355,60749,64467,126984
TX,48357,302,2811,3155
TX,48359,81,917,1009
TX,48361,6354,29170,35974
TX,48363,2177,10170,12478
TX,48365,2057,9322,11452
TX,48367,12789,61584,75434
TX,48369,488,2133,2648
TX,48371,1378,3213,4662
TX,48373,5353,18496,24072
TX,48375,9867,22732,33177
TX,48377,1463,721,2217
TX,48379,841,5147,6044
TX,48381,12750,50597,64412
TX,48383,172,942,1124
TX,48385,320,1643,1982
TX,48387,1244,4513,5800
TX,48389,1394,2249,3683
TX,48391,1108,2210,3366
TX,48393,17,529,550
TX,48395,2359,5631,8080
TX,48397,18149,38842,57792
TX,48399,531,3682,4262
TX,48401,4624,16511,21367
TX,48403,662,4767,5461
TX,48405,979,3005,3998
TX,48407,2332,10154,12628
TX,48409,8971,16495,25850
TX,48411,287,2308,2602
TX,48413,211,939,1158
TX,48415,818,4978,5865
TX,48417,130,1484,1628
TX,48419,2058,7962,10063
TX,48421,91,885,990
TX,48423,29343,68546,99521
TX,48425,768,4099,4940
TX,48427,9099,8224,17478
TX,48429,396,3385,3799
TX,48431,51,584,639
TX,48433,116,615,736
TX,48435,322,1222,1557
TX,48437,478,1842,2353
TX,48439,409752,408224,831322
TX,48441,14489,39439,54924
TX,48443,119,334,458
TX,48445,757,2809,3608
TX,48447,82,806,899
TX,48449,2852,7563,10530
TX,48451,12106,32129,44891
TX,48453,432062,159907,605034
TX,48455,1323,5579,6938
TX,48457,1390,8095,9547
TX,48459,2869,15775,18850
TX,48461,169,1176,1365
TX,48463,4066,6160,10323
TX,48465,6401,7839,14417
TX,48467,3419,22126,25753
TX,48469,10371,23347,34205
TX,48471,7875,15368,23641
TX,48473,8130,14206,22617
TX,48475,761,3238,4034
TX,48477,4254,12949,17410
TX,48479,41820,25898,68397
TX,48481,4671,11892,16709
TX,48483,168,2158,2336
TX,48485,13024,31930,45753
TX,48487,954,3520,4518
TX,48489,3097,2437,5575
TX,48491,142457,138649,287696
TX,48493,6350,18457,25006
TX,48495,358,1753,2126
TX,48497,4953,26986,32297
TX,48499,3487,18962,22665
TX,48501,419,2172,2633
TX,48503,1036,7112,8242
TX,48505,1820,2032,3867
TX,48507,2864,1490,4379
UT,49001,356,2673,3076
UT,49003,4362,20984,26312
UT,49005,15859,36077,54646
UT,49007,2306,6255,8822
UT,49009,105,473,590
UT,49011,56216,101989,166303
UT,49013,830,7445,8442
UT,49015,566,4166,4816
UT,49017,513,2149,2722
UT,49019,2733,2168,5027
UT,49021,4673,18113,23731
UT,49023,645,5087,5884
UT,49025,1005,2777,3869
UT,49027,603,5145,5872
UT,49029,1060,4957,6254
UT,49031,86,773,871
UT,49033,178,1118,1320
UT,49035,266080,206835,490370
UT,49037,3004,3454,6677
UT,49039,1746,10173,12280
UT,49041,1032,8427,9731
UT,49043,14947,9928,25439
UT,49045,8936,21006,31489
UT,49047,1601,12777,14736
UT,49049,72324,183008,269877
UT,49051,5762,9953,16456
UT,49053,20065,65601,88209
UT,49055,362,1207,1596
UT,49057,39652,64066,108335
VA,51001,7578,9172,16938
VA,51003,42466,20804,64284
VA,51005,2243,5859,8191
VA,51007,2411,5390,7881
VA,51009,5739,11068,17059
VA,51011,2418,6702,9239
VA,51013,105344,22318,129498
VA,51015,10840,30714,42162
VA,51017,674,1824,2513
VA,51019,12176,35600,48484
VA,51021,532,2903,3475
VA,51023,5705,15102,21071
VA,51025,4552,3357,7948
VA,51027,1587,8311,9942
VA,51029,3471,4544,8108
VA,51031,8073,21250,29813
VA,51033,7657,8336,16288
VA,51035,2842,12659,15619
VA,51036,2624,1761,4439
VA,51037,2317,3815,6180
VA,51041,111094,98541,212576
VA,51043,3920,5192,9290
VA,51045,587,2536,3163
VA,51047,10617,16012,27116
VA,51049,2230,3019,5302
VA,51051,1503,5748,7303
VA,51053,6224,8695,15063
VA,51057,3038,3075,6171
VA,51059,404886,162295,578924
VA,51061,17565,25106,43448
VA,51063,3004,6225,9376
VA,51065,7414,8155,15795
VA,51067,8381,20895,29630
VA,51069,17200,30755,48736
VA,51071,2156,6876,9157
VA,51073,6964,14875,22228
VA,51075,6685,9966,16893
VA,51077,1535,6529,8120
VA,51079,4163,6866,11270
VA,51081,2627,1914,4565
VA,51083,7666,10418,18224
VA,51085,25307,44318,70728
VA,51087,116572,63440,182426
VA,51089,9127,16725,26075
VA,51091,417,1092,1531
VA,51093,9399,13707,23434
VA,51095,25553,23153,49416
VA,51097,1590,2450,4104
VA,51099,5404,8446,14164
VA,51101,3260,7320,10722
VA,51103,3368,3697,7136
VA,51105,1489,8365,9932
VA,51107,138372,82088,223599
VA,51109,8269,13294,21858
VA,51111,2413,3586,6038
VA,51113,2698,5300,8129
VA,51115,1824,3900,5824
VA,51117,6803,9266,16204
VA,51119,2491,4196,6764
VA,51121,23218,20629,44789
VA,51125,4307,4799,9335
VA,51127,4610,9636,14418
VA,51131,3667,2955,6722
VA,51133,3252,4485,7793
VA,51135,2976,4032,7080
VA,51137,7995,12426,20688
VA,51139,3007,9345,12486
VA,51141,1954,7485,9534
VA,51143,10115,23751,34151
VA,51145,5320,14055,19696
VA,51147,4973,4434,9543
VA,51149,6870,10106,17164
VA,51153,141946,80826,225981
VA,51155,4925,12127,17327
VA,51157,2096,2812,4964
VA,51159,1513,2547,4091
VA,51161,21901,34005,56787
VA,51163,4022,8047,12368
VA,51165,12644,30349,43646
VA,51167,2373,10879,13368
VA,51169,1692,9063,10845
